ages, global_5, global_median, global_95, 60N_to_90N_5, 60N_to_90N_median, 60N_to_90N_95, 30N_to_60N_5, 30N_to_60N_median, 30N_to_60N_95, 0N_to_30N_5, 0N_to_30N_median, 0N_to_30N_95, 30S_to_0S_5, 30S_to_0S_median, 30S_to_0S_95, 60S_to_30S_5, 60S_to_30S_median, 60S_to_30S_95, 90S_to_60S_5, 90S_to_60S_median, 90S_to_60S_95
5.000000000000000000e+03,2.028481390377073479e-01,4.321323220597394488e-01,1.096604656617683693e+00,3.484016617605668609e-01,9.455963682935872860e-01,3.677302536104479103e+00,4.942993261935708232e-02,6.691903594640413733e-01,2.637483347017267388e+00,-2.742012623203941013e-01,1.708387821090532610e-01,9.318492243403224684e-01,-2.000849401083245327e-01,1.620152700338488017e-01,7.564708549714075358e-01,-3.039066691047965715e-02,5.941741904316222289e-01,1.580596333861955083e+00,-1.763286104980611668e+00,4.173916064220918598e-02,1.265676480106927793e+00
5.100000000000000000e+03,2.101158872783254195e-01,4.316935800219483532e-01,1.080444023496869299e+00,3.271520406766171840e-01,9.388390344382548935e-01,3.628631398665921992e+00,3.948401743492285787e-02,6.881811849911729784e-01,2.656930491472067501e+00,-2.980899619346916718e-01,1.668629125100911659e-01,9.404780429451723434e-01,-1.913314160080975823e-01,1.679496775561069577e-01,7.807147554947121426e-01,-3.427965109341004485e-02,5.970351191335407925e-01,1.560991313753502308e+00,-1.928892475142240936e+00,1.825346891412775452e-02,1.239200757691220289e+00
5.200000000000000000e+03,2.039589329504516990e-01,4.387010514111319148e-01,1.097828687267329073e+00,3.119459280481391428e-01,9.465311553266261280e-01,3.640564883741359115e+00,5.788421042995892107e-02,6.895825510114524937e-01,2.743860223532894604e+00,-2.737778641834354709e-01,1.800264838929432343e-01,9.662690313317803259e-01,-2.048921160384621076e-01,1.613765871501226523e-01,7.851635989256652293e-01,-5.772295865434298040e-02,5.884702556244582050e-01,1.561484346573810189e+00,-2.025793209063114553e+00,2.355304535961616486e-02,1.285861822223347106e+00
5.300000000000000000e+03,2.018052170196416861e-01,4.524895492770764083e-01,1.144058506825530452e+00,2.663837108778261409e-01,9.484726963578712366e-01,3.759625461306134397e+00,4.582465877133094778e-02,7.073982163305786441e-01,2.735067653106567853e+00,-2.991369058527448277e-01,1.970119831510008246e-01,1.015923223380159390e+00,-1.559410165656723579e-01,1.820360702020166754e-01,7.756905041825179481e-01,-3.228471431224272381e-02,5.780276785864086886e-01,1.572159492832535310e+00,-1.800923463954737791e+00,3.097718920387247665e-02,1.346885375288475517e+00
5.400000000000000000e+03,2.190065089563458800e-01,4.465066620978377920e-01,1.138017091843808171e+00,2.751296552848921939e-01,9.474988860151110082e-01,3.801290767375759660e+00,3.003553013254039311e-02,7.184947896565264669e-01,2.861324778887472053e+00,-2.493564502284195128e-01,2.023256453950872114e-01,1.089885951822471277e+00,-1.302946519245686552e-01,1.900571348571506725e-01,8.139257095276739573e-01,-9.418403270413222561e-02,5.250175950181987794e-01,1.483771380800646078e+00,-1.810878036420334958e+00,2.150870382436494838e-02,1.388028572641966996e+00
5.500000000000000000e+03,2.140420752985630615e-01,4.513677909450634074e-01,1.145479102458603071e+00,3.220512103124232861e-01,9.562501097028358599e-01,3.856171703781298810e+00,5.882874662972156082e-02,7.360519419372908434e-01,2.845822984903155550e+00,-2.740740767276469425e-01,2.016383345471612909e-01,1.171369315418879120e+00,-1.159968582515362723e-01,2.023566551667271840e-01,8.239049710107437807e-01,-6.244108826019186681e-02,5.393749568290309160e-01,1.509239059392838422e+00,-2.108439374019975610e+00,2.222555290479855811e-02,1.432272043611523271e+00
5.600000000000000000e+03,2.392500278654816903e-01,4.661635662496814714e-01,1.214758449177490540e+00,3.534962250211957091e-01,9.742359408640284268e-01,3.923667070484886832e+00,5.730843215390011430e-02,7.396928944780389870e-01,2.956188283892983382e+00,-2.371091714573644038e-01,2.106538183455731739e-01,1.146640397496734520e+00,-1.096659523797023916e-01,2.249335306683440394e-01,8.463883366064408609e-01,-5.605083533222491449e-02,5.746662955524186600e-01,1.583995019559196527e+00,-2.020533895774947020e+00,3.688171212435302493e-02,1.456006352628677281e+00
5.700000000000000000e+03,2.261208508145363116e-01,4.782362736962509908e-01,1.266019483460602446e+00,3.833561717439769589e-01,1.000384971935551093e+00,4.036599026770459453e+00,8.863098570618943572e-02,7.543552743764316837e-01,3.095239174698387163e+00,-2.430261526938142791e-01,2.250569814237208255e-01,1.126887402703833807e+00,-1.478533473124374331e-01,2.149854219577988779e-01,7.863544986098814915e-01,-4.022729417514783051e-02,5.987607231306665279e-01,1.585378960702952700e+00,-1.840748849757125827e+00,4.781144931284721233e-02,1.495787292145420944e+00
5.800000000000000000e+03,2.470767435206708273e-01,4.916900595144388930e-01,1.282706486986666450e+00,4.294042010057848024e-01,1.008650730677686180e+00,4.120498190555154316e+00,1.458082737865750989e-01,7.889859499778032470e-01,3.153926626166462466e+00,-2.293146564336770443e-01,2.288098331626831627e-01,1.141560675283700643e+00,-1.324063406080314420e-01,2.134442943124060521e-01,8.076473499231449082e-01,-3.683347295985810871e-02,6.043618285537635249e-01,1.634939415176020816e+00,-2.278441669808014769e+00,3.213264532816907659e-02,1.476146322859178017e+00
5.900000000000000000e+03,2.467705318372866163e-01,4.926359775493831528e-01,1.262539723831340721e+00,4.643207899453677401e-01,1.017725525182023638e+00,4.080621951106478740e+00,1.526390457613922003e-01,7.911959868870059864e-01,3.254700428268682444e+00,-2.531749935675238761e-01,2.302592328352953133e-01,1.095070272127555588e+00,-1.220561104566645072e-01,2.254939940788051600e-01,7.795568967239447922e-01,-5.449931943270838741e-02,6.109242634534859384e-01,1.636203441588300667e+00,-2.324983766804090024e+00,-6.365610594963251254e-03,1.357865725813056645e+00
6.000000000000000000e+03,2.725149960815196337e-01,5.135236691492952588e-01,1.292675210954256082e+00,4.754834589232556641e-01,1.035413733264737512e+00,4.087150403417996181e+00,2.569980177582239511e-01,8.273060838896809654e-01,3.316153423078917140e+00,-2.183072366078525894e-01,2.431329823661011469e-01,1.141051271330578265e+00,-1.025702919243364347e-01,2.317658411107915151e-01,7.922315131553718803e-01,-1.927875842051678112e-02,6.474140389270173213e-01,1.642258184378505792e+00,-2.074755253575954139e+00,3.152206752906446668e-03,1.449722877855328829e+00
6.100000000000000000e+03,2.775573733669772225e-01,5.271825464729262833e-01,1.366634032773856866e+00,4.921237832138929402e-01,1.061899758251391823e+00,4.179551759486906271e+00,2.804655529930013547e-01,8.274161743688637216e-01,3.372234219840172909e+00,-1.931742621463867771e-01,2.493508787608230692e-01,1.166423277932783664e+00,-1.355421340963378352e-01,2.217833908175505797e-01,7.916577461362283019e-01,-2.154749240267820470e-02,6.539816384279155681e-01,1.625344231130885664e+00,-1.797157386300285875e+00,2.499261006028568113e-02,1.540260713769700862e+00
6.200000000000000000e+03,2.913895850737290294e-01,5.333663741804032243e-01,1.375370410953351330e+00,4.884799800790820545e-01,1.064176872971074550e+00,4.194594043226246960e+00,3.005123834931783255e-01,8.463362030428571714e-01,3.445165168087581442e+00,-2.353371908053719097e-01,2.376643836904836493e-01,1.154239716296864948e+00,-1.245042576634359521e-01,2.374653729793154144e-01,8.274417444853281456e-01,-1.268245663170037944e-02,6.682978082335367942e-01,1.693417377347009367e+00,-1.639231526812596318e+00,4.544147349187455109e-02,1.563356744804008214e+00
6.300000000000000000e+03,2.786473947369121351e-01,5.321200086839369403e-01,1.396644809366272222e+00,5.057157496761367499e-01,1.062591045595294048e+00,4.195705251049846041e+00,3.362617450932897656e-01,8.541213884659599742e-01,3.520088745915918249e+00,-2.249661648566115835e-01,2.331062278714725045e-01,1.107941082749685835e+00,-1.482097430608863287e-01,2.289339741375920889e-01,8.107639936169770412e-01,-1.454299699931359095e-02,6.649706337933884992e-01,1.752832847525213733e+00,-1.925181599508241082e+00,6.036825411850742923e-02,1.525905220949395513e+00
6.400000000000000000e+03,2.918127974802482982e-01,5.373730314698836885e-01,1.362365276527333524e+00,4.398207514621777503e-01,1.074733676034752117e+00,4.162978980249230965e+00,3.315676119938538724e-01,8.706960880323043606e-01,3.550406441939492286e+00,-2.262003817893031010e-01,2.452048370457693138e-01,1.052123500928062505e+00,-1.271347677505521856e-01,2.535120742478040867e-01,8.575912499372299047e-01,2.733421985280515797e-03,6.701002022861448637e-01,1.767049470369729480e+00,-2.153968749253251769e+00,4.224501018831561261e-02,1.511085990330755191e+00
6.500000000000000000e+03,2.879552906162086146e-01,5.331935257238009651e-01,1.382200042406551921e+00,4.506560024384271279e-01,1.072795439007270479e+00,4.102296883223306878e+00,3.159765988701145889e-01,8.570733053520929179e-01,3.540224591971790957e+00,-2.265368923856233008e-01,2.309893824684333685e-01,1.079422414960718335e+00,-9.416390477452157848e-02,2.640928767631972041e-01,8.655969929450556544e-01,9.921012774676126952e-03,6.665072486127305851e-01,1.829398710479456014e+00,-2.076946881828532376e+00,3.364196408278328360e-02,1.413208576308435438e+00
6.600000000000000000e+03,3.009749555767436413e-01,5.428159622354973290e-01,1.396320928068663259e+00,4.375494209732038731e-01,1.053904543855371578e+00,4.160684386467295326e+00,2.938897430421975043e-01,8.728588152296231639e-01,3.544943958273729212e+00,-2.058717962676517299e-01,2.551139053210198515e-01,1.072389728274007137e+00,-8.737400762980646052e-02,2.629800219061050326e-01,8.257187083508021885e-01,1.013767451042036673e-02,6.953777877524633944e-01,1.834338058239615377e+00,-1.952609254132482430e+00,4.427759100616660004e-02,1.489177423347024964e+00
6.700000000000000000e+03,2.944443570018873135e-01,5.346229442270240551e-01,1.340124724970534809e+00,4.256045797621010318e-01,1.033640310004105611e+00,4.122743424635978648e+00,2.628335730454523511e-01,8.746968702950026486e-01,3.524264619741994675e+00,-2.451409634299785978e-01,2.241124801007337020e-01,1.052624699737455760e+00,-1.126438972207011446e-01,2.480428654951342682e-01,8.275536428224407048e-01,1.100264811540993190e-02,7.218898428637363640e-01,1.817043677502641064e+00,-2.270143249325774715e+00,3.273616967185192378e-02,1.425115104597640459e+00
6.800000000000000000e+03,2.855663752832861002e-01,5.262999189466295302e-01,1.327239403858097022e+00,4.077113422927742814e-01,1.021098133034732180e+00,3.922032301803349164e+00,2.319016169696287988e-01,8.758134666434597149e-01,3.581179148711808757e+00,-2.875529545648760066e-01,2.183394705090925536e-01,1.080398344092443175e+00,-1.329307596543802261e-01,2.346727095377735828e-01,8.214998390064481848e-01,6.049230647992800969e-03,7.082202708082017129e-01,1.816650897953256294e+00,-2.457451846325953593e+00,9.941814050791761628e-04,1.422158387089792253e+00
6.900000000000000000e+03,2.670083609420472737e-01,5.195470940539959059e-01,1.311582211986239921e+00,3.703933470623970714e-01,1.006713477202402451e+00,3.930660179390169873e+00,2.035713197240013317e-01,8.681242918169849165e-01,3.453551827451422085e+00,-2.592649818595041400e-01,2.065799431454988233e-01,1.019210753704232530e+00,-1.312220314483243944e-01,2.341374694402924561e-01,8.299665917618385125e-01,-7.523052928679816766e-03,6.888506600154229442e-01,1.790829113556514418e+00,-2.438235379722312857e+00,-4.481833074255932303e-03,1.512017212008543776e+00
7.000000000000000000e+03,2.662118299884373429e-01,5.120713364400220069e-01,1.298480574870756410e+00,4.031865755662174533e-01,1.005706445400545324e+00,3.930251874799616019e+00,1.698283377683566242e-01,8.688350879539465943e-01,3.413321714014387442e+00,-3.020213420005086191e-01,1.829004156464053288e-01,1.008094847185094123e+00,-1.375697932095817644e-01,2.286785619756905863e-01,8.103537739245347815e-01,-1.173625988448262145e-02,6.924249053464250903e-01,1.816963912928602820e+00,-2.373258122634718248e+00,8.508195727110971773e-03,1.479253978453535678e+00
7.100000000000000000e+03,2.524516786959410952e-01,5.105017606185243695e-01,1.303958187211138764e+00,3.729582818948939948e-01,1.014317865959175613e+00,4.075865220537320255e+00,1.871044075679805241e-01,8.513572864020982900e-01,3.390337298426076007e+00,-3.322972909685771858e-01,1.907547894265948785e-01,1.029684353117122031e+00,-1.611442999125317910e-01,2.441631202097068187e-01,7.974950587822003945e-01,-2.773199451523841036e-02,6.901436257492888915e-01,1.812456856807664884e+00,-2.669874748360929750e+00,-9.789553734516788855e-03,1.351112930728746386e+00
7.200000000000000000e+03,2.305667117841593006e-01,4.940286820717180172e-01,1.261668173642454871e+00,3.888227354146511772e-01,9.971408816769971040e-01,4.088869757653804449e+00,1.369577323233326649e-01,8.474338022208532939e-01,3.401102877812050895e+00,-3.418948284169421314e-01,1.476901468365010572e-01,1.006184604243516745e+00,-1.486088516359944101e-01,2.361288928851343893e-01,7.970456521393221028e-01,-2.022690432717604361e-02,6.763870493746231283e-01,1.779553697547417546e+00,-2.898709431954902715e+00,-4.119005508057791559e-02,1.287250930971936214e+00
7.300000000000000000e+03,2.263465107370000451e-01,4.775626826611571452e-01,1.237887626822536502e+00,3.268299587213631674e-01,1.026325826214697479e+00,4.063367175907283801e+00,5.249050060625372327e-02,8.363562822866232871e-01,3.404986961824751468e+00,-4.197102081895326964e-01,1.407090025595116867e-01,9.572471690139381373e-01,-1.524726563405503499e-01,2.463736400779455438e-01,8.059395496083014976e-01,-3.033584308370421492e-02,6.717626474624435184e-01,1.758533419705760714e+00,-2.939010907381103710e+00,-5.476027246466765724e-02,1.207350773513458320e+00
7.400000000000000000e+03,1.880443372078671183e-01,4.706210242359156748e-01,1.192422054105489071e+00,3.264439365532679216e-01,1.030672059783983574e+00,4.241216204502156195e+00,2.423959899274222979e-02,8.281899614798655662e-01,3.392724792550507740e+00,-4.025488754432020033e-01,1.185645275702881113e-01,8.807417952145797369e-01,-2.074136235406347784e-01,2.124218275370881870e-01,7.573996846858092047e-01,-6.888397629662852684e-02,6.693273838559230526e-01,1.732178480299036538e+00,-2.917666722444193006e+00,-7.601376567099892012e-02,1.156674711240546438e+00
7.500000000000000000e+03,1.671423624576923173e-01,4.471336977031514781e-01,1.155375441577004114e+00,3.221539916283650551e-01,1.033569486950709049e+00,4.367380771548029728e+00,-5.668201316706764775e-02,8.076507571363638061e-01,3.224984995357871309e+00,-4.333895848893954961e-01,1.059580534899850074e-01,8.550578156907252536e-01,-2.233237997110632811e-01,1.770383901714852604e-01,7.328422987731209037e-01,-3.767096522285449250e-02,6.496730997777215855e-01,1.727095887940694796e+00,-3.181453893048433290e+00,-1.083528721704877656e-01,1.099250461124974043e+00
7.600000000000000000e+03,1.667239031269144023e-01,4.385457804671529791e-01,1.088652952230937165e+00,3.189019960002533183e-01,1.038058614234468990e+00,4.389382091281058607e+00,-5.389379473219085837e-02,8.011321084134908066e-01,3.139424196625260066e+00,-4.360197844820811186e-01,9.933215337510535592e-02,8.410389642788728137e-01,-2.070368922192359906e-01,1.570702384230444337e-01,6.873063746492289461e-01,-8.325693971199811527e-02,6.447080741061395059e-01,1.705339999400771189e+00,-3.440919634337237021e+00,-1.056412218517423507e-01,1.155083176242661436e+00
7.700000000000000000e+03,1.397889927005819266e-01,4.307675975556616854e-01,1.060906525506591702e+00,2.603800295333786874e-01,1.018712834262853972e+00,4.402442407863239815e+00,-4.716077408271069499e-02,7.736703681363635843e-01,3.052913319688133065e+00,-4.542598333590909809e-01,9.335545464302699714e-02,8.576929987592081250e-01,-2.543056769162997388e-01,1.312638311396123747e-01,6.961757890974618057e-01,-8.412681924966498859e-02,6.440673190245498336e-01,1.699789643957026586e+00,-3.547108011768535185e+00,-1.170908079322486167e-01,1.147943702085875373e+00
7.800000000000000000e+03,1.554329795170857897e-01,4.208161302575496587e-01,1.007528648231595492e+00,3.036410808963210251e-01,1.018337480420218766e+00,4.289179194317958910e+00,3.035340405206571075e-03,7.570871127999110328e-01,2.985360459223634688e+00,-4.937932869539145564e-01,8.634187595899646406e-02,7.915249573103028125e-01,-2.354727986632596803e-01,1.290772079539985739e-01,6.927745607541019313e-01,-8.576642915458926320e-02,6.735988010250075764e-01,1.752171616005959276e+00,-3.678724930466747089e+00,-1.372100665922983964e-01,1.166427442232301992e+00
7.900000000000000000e+03,1.207538866379151282e-01,4.028865187675201298e-01,9.508968814305714945e-01,2.530146483370213639e-01,1.006009857160730325e+00,4.163534125114862761e+00,4.210240336563828706e-02,7.297814818982739649e-01,2.973937546475592164e+00,-5.522228927615812077e-01,6.529204154606062238e-02,7.780410832971076385e-01,-2.450432613972133578e-01,1.247411651824438389e-01,6.888318449807296906e-01,-8.149057803362476371e-02,6.295393494020125047e-01,1.701368443606563918e+00,-3.776633623288069952e+00,-1.658110319701994462e-01,1.130959103442126690e+00
8.000000000000000000e+03,1.241623394731081187e-01,3.859610263698404764e-01,8.973186982153551483e-01,1.955872231779155757e-01,9.934151177314047843e-01,4.001350358864404377e+00,1.625560232041781128e-02,7.028239023264462038e-01,2.872477279704542585e+00,-5.573180484649066235e-01,5.933754043228063602e-02,7.331691962045461253e-01,-2.622420849976186408e-01,1.103228254474346304e-01,6.702310916839615551e-01,-9.100209882734597300e-02,6.140402799287987268e-01,1.678894200374670298e+00,-3.704307957576381760e+00,-1.785631826380679743e-01,1.115342410030445208e+00
8.100000000000000000e+03,1.163166947540104773e-01,3.767187869554496915e-01,8.681990884498062000e-01,1.739370218212603070e-01,9.154778249214876595e-01,3.707449563994489772e+00,9.459923251059762506e-02,6.672149577800359221e-01,2.751362126127004260e+00,-6.091795084421308681e-01,4.377538566650909790e-02,7.056734772830574043e-01,-2.565354205377505803e-01,1.107933718291617825e-01,6.354633101679594276e-01,-8.993053321767545405e-02,6.371811132195497329e-01,1.745324924597681182e+00,-3.451833095410191454e+00,-1.471549881391038261e-01,1.209441159383724873e+00
8.200000000000000000e+03,9.197075820117951717e-02,3.526249507210469369e-01,8.326062437141290573e-01,1.469927926829016351e-01,9.057713285405670778e-01,3.480907437017011663e+00,1.156282119813396292e-01,6.469192982982215900e-01,2.560651014738575260e+00,-7.199921460101301740e-01,1.109013613400389522e-02,6.313098245128941910e-01,-2.932378532517012637e-01,9.088176095899994089e-02,6.491943316869978053e-01,-1.040350922425073710e-01,6.228633726417529548e-01,1.705260285666076125e+00,-3.120893807018517041e+00,-1.157112851990784452e-01,1.212337818312638982e+00
8.300000000000000000e+03,9.528753330700018287e-02,3.388099725218266522e-01,7.842431898443416038e-01,9.471129661838442737e-02,9.127421683379339790e-01,3.453150915596125081e+00,6.255659262758683781e-02,6.016851567107439624e-01,2.385988001816936155e+00,-7.878683328255037255e-01,-6.031548436886909753e-03,6.518932540444124513e-01,-2.907648018263240264e-01,8.831343849505259025e-02,6.834962143706676541e-01,-7.794221364667767993e-02,6.265963531761062910e-01,1.703272174183995125e+00,-3.089378806944909073e+00,-8.931730167060340786e-02,1.288959018004350643e+00
8.400000000000000000e+03,6.790363711735558638e-02,3.261596354256199315e-01,7.519538846829556533e-01,5.292941846151587304e-02,9.034994574109195264e-01,3.580039435690894667e+00,4.959728569407503840e-02,5.713206213980498438e-01,2.279790540797570930e+00,-8.201581725014782664e-01,-2.019399082194838629e-02,5.667633054181817620e-01,-3.208174640397387090e-01,6.627164963410350773e-02,6.232692655512391822e-01,-5.685442633576971022e-02,6.409611109722438416e-01,1.764136613224296823e+00,-3.200401552641578107e+00,-8.091473388175746129e-02,1.360428205411158054e+00
8.500000000000000000e+03,6.216535742047343133e-02,3.238413304008265770e-01,7.349796045753911322e-01,7.520813550232589850e-02,9.264074595379638843e-01,3.596099212645118559e+00,3.590344874463619117e-04,5.380003273904787608e-01,2.187550657510231922e+00,-8.462990502209625232e-01,-3.260833777058001759e-02,5.756240776099155187e-01,-3.304917834387168796e-01,4.994847661079467732e-02,6.332496652183413621e-01,-5.189728932193762162e-02,6.459874190176122521e-01,1.758232918990248361e+00,-2.706326403960570115e+00,-6.819206839079666738e-02,1.431293527341411798e+00
8.600000000000000000e+03,5.640196089768637761e-02,3.125833575965734079e-01,7.321991534947546176e-01,8.066490369444623276e-02,9.510092876199336409e-01,3.624055839554573666e+00,-4.784297080263628932e-02,5.095531209384644988e-01,2.083513228241526072e+00,-9.904521698155189791e-01,-6.248694935950417639e-02,5.410483385149653657e-01,-3.290760046591618138e-01,4.811073431833969710e-02,6.191183445114231132e-01,-7.257171436097303863e-02,6.981365266844412609e-01,1.833336807521071865e+00,-2.426467367900539518e+00,-2.191326714054515207e-02,1.504788693619070639e+00
8.700000000000000000e+03,4.520239959894712528e-02,2.988759465421557682e-01,7.049082080988234855e-01,8.836926172745433739e-02,9.732583978880493536e-01,3.785519616932354392e+00,-2.121679549399090592e-01,4.629427420740711563e-01,1.938957089039113457e+00,-1.093867901344262927e+00,-7.999433392812232979e-02,5.402452436640603484e-01,-3.469546946095440343e-01,4.677924753826358251e-02,6.304253741525942534e-01,-6.341273621058191035e-02,6.769029163653272896e-01,1.815391911142869796e+00,-2.074357741242295550e+00,7.710190007715127594e-03,1.603266754524672155e+00
8.800000000000000000e+03,4.820179124438776080e-02,2.923845091770030935e-01,6.771285858762996490e-01,1.456405531909789608e-01,9.859010539147956553e-01,3.917115097905941923e+00,-2.383510859402923066e-01,4.342965110440753507e-01,1.804951988514948535e+00,-1.092554699227216153e+00,-8.933285297714342599e-02,5.260640973626643513e-01,-3.207202427462104710e-01,4.583942129598132798e-02,6.468020422191170793e-01,-8.184872877208916597e-02,6.830964720492992415e-01,1.732232364744962672e+00,-2.108046445306215322e+00,2.696712208681326453e-02,1.691797860733517789e+00
8.900000000000000000e+03,2.885848613959229175e-02,2.903467527060361042e-01,6.859833134124523335e-01,1.485971427412794421e-01,9.909869609181790606e-01,3.957953855699386736e+00,-2.931835131693175667e-01,3.907279544763194723e-01,1.625247479059671152e+00,-1.182186239375406345e+00,-1.074413072063260949e-01,5.352377788981654838e-01,-3.466893104282904314e-01,3.917233367893666052e-02,6.705900704892551190e-01,-5.734840861738647183e-02,6.919502985749506063e-01,1.784398882821900401e+00,-1.998520914932500059e+00,5.995484500422928326e-02,1.773233230947597550e+00
9.000000000000000000e+03,4.191244808917524156e-02,2.831062396215602850e-01,6.715491077474398107e-01,2.823404065253838358e-01,1.037024114887652670e+00,4.111185600251192618e+00,-3.018538160080078692e-01,3.645887009742372342e-01,1.633848135583319872e+00,-1.176289256061333610e+00,-1.146463225672091080e-01,4.935068691704688759e-01,-3.309057067045455547e-01,4.427974972382111435e-02,6.304836977234018480e-01,-6.639124915024324780e-02,7.101801400318654700e-01,1.805420526503303424e+00,-1.926068324906708096e+00,6.788847126219849093e-02,1.762477827724711510e+00
9.100000000000000000e+03,2.537245188736609106e-02,2.824351203182678405e-01,6.385103832214177322e-01,3.819478322466943188e-01,1.068464560065926161e+00,4.131881480895724934e+00,-3.186957019438182992e-01,3.402059586321987683e-01,1.537072373545151693e+00,-1.287530404211140622e+00,-1.316612238970542581e-01,4.803355714281665745e-01,-2.910085453728901150e-01,4.857967967410973392e-02,6.492769581537932710e-01,-5.660082326962058430e-02,7.230490937138742691e-01,1.872612510567318367e+00,-2.196139583143479346e+00,7.274024769584533368e-02,1.801276888760612316e+00
9.200000000000000000e+03,1.286457878881998133e-02,2.734852864236869685e-01,6.325162346618941056e-01,3.812163006161820022e-01,1.094776471789051353e+00,4.164012069266178173e+00,-3.561869033679165852e-01,3.144047199537621795e-01,1.497870845259806627e+00,-1.294980122851011384e+00,-1.409916082168329032e-01,4.718243546619824702e-01,-3.079241813090908830e-01,4.637769027828030077e-02,6.904813809686723980e-01,-4.815845183253107675e-02,7.161719791143345004e-01,1.861071626821549252e+00,-2.119015059290271896e+00,6.457638727153373892e-02,1.805811509923350489e+00
9.300000000000000000e+03,5.799509039397830919e-03,2.656440105460049494e-01,6.437365196791913213e-01,3.765665109908082342e-01,1.112049713917355520e+00,4.147678780678209165e+00,-3.514019228279520735e-01,2.871793919830886721e-01,1.313428249531443104e+00,-1.411710078161708015e+00,-1.636175600768677574e-01,4.300336180937183173e-01,-3.360439088521319229e-01,3.464386254922178360e-02,6.486874498178506476e-01,-4.438400101144140270e-02,7.081768532413954542e-01,1.961241811423144021e+00,-1.988158289894110808e+00,9.362613708917558175e-02,1.810863961574695091e+00
9.400000000000000000e+03,-4.712336558133952379e-03,2.580305360632080269e-01,6.342550757581567611e-01,4.084561123616304856e-01,1.146741406277618225e+00,4.197713460780887473e+00,-3.333350753853775439e-01,2.521955667712630356e-01,1.275485713985816671e+00,-1.363654824916090913e+00,-1.757183683454024981e-01,3.716097035756593669e-01,-3.490677561501343562e-01,2.812910876080535957e-02,6.533838226016714934e-01,-5.217427457502913507e-02,7.320053003558066873e-01,1.972708006131122849e+00,-2.111653858216999691e+00,9.687232969186768128e-02,1.784862575559312381e+00
9.500000000000000000e+03,-3.433268925702488011e-02,2.440892260355400079e-01,6.036023299631378958e-01,4.615012346433965407e-01,1.192943076448511164e+00,4.412105942731207264e+00,-3.431825164591543187e-01,2.273524958381916150e-01,1.199198401554435911e+00,-1.485154059300526797e+00,-2.082336629871089362e-01,3.552540597848435344e-01,-3.393739792038457104e-01,2.369351084407067543e-02,6.310468766604085955e-01,-4.876460138324041627e-02,7.166770654047165401e-01,1.922667214839963723e+00,-2.185324058715357509e+00,9.312866747938397527e-02,1.850793742881988280e+00
9.600000000000000000e+03,-7.018350932128861186e-02,2.344892893252331079e-01,5.777253775804764846e-01,4.691935094233008474e-01,1.189676079031917411e+00,4.366740547430629782e+00,-3.758986711806305836e-01,1.918003846322377526e-01,1.216143112014530736e+00,-1.646327880186087000e+00,-2.322967291074801155e-01,3.596281783590566938e-01,-3.886339057853812617e-01,1.847824413784540307e-02,6.170528495328870822e-01,-6.954563672116069462e-02,7.268098020550037841e-01,1.917255871832257652e+00,-2.203133550090001780e+00,9.259027645018602648e-02,1.847483264999171260e+00
9.700000000000000000e+03,-1.139043440053987555e-01,2.097159026743415366e-01,5.306738282346429303e-01,3.784821515862171748e-01,1.198414167426814725e+00,4.358954856529109634e+00,-4.005169239649390422e-01,1.471697035818408661e-01,1.103521812765289267e+00,-1.746788703134321885e+00,-2.555370545336547172e-01,2.808229227652218607e-01,-3.688287907803217691e-01,1.422636109084592093e-02,6.127593583665285060e-01,-1.089952647999554297e-01,6.910314272249183931e-01,1.866437480823588402e+00,-2.428886144919244039e+00,1.171526546783854955e-01,1.876876786369753969e+00
9.800000000000000000e+03,-1.999607499146194289e-01,1.797457296353915102e-01,5.140653910701891149e-01,3.940659588789169332e-01,1.204685275885333029e+00,4.243133219471913797e+00,-4.597687535592132613e-01,1.015086413439062057e-01,9.800566090785113316e-01,-1.858498676689446238e+00,-2.796420676074380385e-01,3.001636720654085044e-01,-4.407659620004311662e-01,5.865675545287487788e-03,5.619325465768408856e-01,-1.015806134732038651e-01,6.676335344950384831e-01,1.818102840869894710e+00,-2.695280308100199917e+00,9.385467032230351836e-02,1.870931314700837067e+00
9.900000000000000000e+03,-2.761477490654519196e-01,1.548401696332395439e-01,4.704835368833070186e-01,4.003455974491733627e-01,1.202017690500380320e+00,4.180152677252442217e+00,-5.578436463882552321e-01,1.864297525712985126e-02,8.731778396880137683e-01,-1.943467693058718471e+00,-3.043068097672084749e-01,2.243644781394228127e-01,-4.327708344262235496e-01,-6.206348479573318977e-03,5.449242511316019222e-01,-1.178718361862806652e-01,6.406154189848815017e-01,1.814324978092017204e+00,-2.738681541630410443e+00,7.545697952656642282e-02,1.979535077825629763e+00
1.000000000000000000e+04,-4.012026465177599976e-01,1.236830864647167072e-01,4.381966317082477413e-01,3.422100828703126263e-01,1.223522686373244239e+00,4.125869437258293360e+00,-6.881807510672632855e-01,-7.382716984624265733e-02,7.574251581425741620e-01,-2.017554615624810754e+00,-3.468492936010591499e-01,2.541328558913222846e-01,-4.434759242676417634e-01,-1.181460075176615429e-02,5.678699946628471551e-01,-1.204656886612108235e-01,6.104816614934808205e-01,1.739724058450994759e+00,-2.777577261080238280e+00,7.330442321382064919e-02,1.953466640065042448e+00
