ages, global_5, global_median, global_95, 60N_to_90N_5, 60N_to_90N_median, 60N_to_90N_95, 30N_to_60N_5, 30N_to_60N_median, 30N_to_60N_95, 0N_to_30N_5, 0N_to_30N_median, 0N_to_30N_95, 30S_to_0S_5, 30S_to_0S_median, 30S_to_0S_95, 60S_to_30S_5, 60S_to_30S_median, 60S_to_30S_95, 90S_to_60S_5, 90S_to_60S_median, 90S_to_60S_95
1.010000000000000000e+04,-4.549067416199268354e-01,9.317971024808735514e-02,4.112599071410621976e-01,3.244341906321357993e-01,1.195148138150169181e+00,4.019147866797096569e+00,-8.932174789529019332e-01,-1.647444296468522640e-01,6.364126867820854017e-01,-2.209437611662213197e+00,-3.578621022242589600e-01,1.801562449999988269e-01,-4.651001649954257799e-01,-1.931296318826727920e-02,5.092823690766330458e-01,-1.352441297105948237e-01,5.981372638655706453e-01,1.745800520243097731e+00,-2.505147215901160074e+00,8.336280803467557843e-02,1.923503044276627882e+00
1.020000000000000000e+04,-5.218416232191841475e-01,6.846386052315123205e-02,3.754431238789836534e-01,2.303284833083863448e-01,1.179768469964218358e+00,3.847032812845638805e+00,-1.182774609318422376e+00,-2.456741195154798219e-01,5.980614017499998880e-01,-2.249630227048726727e+00,-3.835839752575817552e-01,1.427310875024792591e-01,-4.714826200687098900e-01,-3.206275194275746976e-02,4.683011632514004763e-01,-1.378607746531989586e-01,6.038692753188996676e-01,1.741264436647301794e+00,-2.489182308642984065e+00,8.334255095037321204e-02,1.971269464726058462e+00
1.030000000000000000e+04,-5.656558038925195708e-01,4.591297870114767476e-02,3.693847499107872356e-01,2.033894498226587744e-01,1.165964330732305321e+00,3.629403577927942326e+00,-1.420400935951666721e+00,-3.250204890612389264e-01,5.590406873628098738e-01,-2.252130651768346592e+00,-4.052274384890144354e-01,1.840245559043222068e-01,-4.816933673775518621e-01,-3.443597459427247959e-02,4.738128981037595389e-01,-1.693102118276861301e-01,5.788971192852501169e-01,1.698560639570058539e+00,-1.982535258944797318e+00,1.421719957382193422e-01,2.016597811368464832e+00
1.040000000000000000e+04,-7.262584514138548109e-01,1.216122480091821889e-02,3.322779260719004313e-01,1.169831253289165540e-01,1.081188569830640489e+00,3.365424891490148340e+00,-1.645848765210752296e+00,-3.921821915882223175e-01,5.065989954826447539e-01,-2.387878113687516901e+00,-4.350053288852960276e-01,1.120286621516526915e-01,-5.031522756992613532e-01,-5.827539761942714114e-02,4.662195128391219412e-01,-2.435911526804086791e-01,5.520176969819252655e-01,1.638287701246199379e+00,-1.885818133210660275e+00,1.523936881063332471e-01,2.146731138076181988e+00
1.050000000000000000e+04,-8.299109321176665333e-01,-1.708239646480280705e-02,3.024715680215227520e-01,1.063640831231402600e-01,1.001990266829565046e+00,2.914165558488530205e+00,-1.999767069155960142e+00,-4.857991608860346977e-01,4.128626594070238243e-01,-2.438264020910485108e+00,-4.577570524521131778e-01,1.099963380475205699e-01,-5.323565603693294346e-01,-6.869354925308004955e-02,4.894646037355043222e-01,-2.467945892165495647e-01,5.166483077617149977e-01,1.594750269873445259e+00,-1.814929853989565522e+00,1.990141081822991986e-01,2.149454502283356661e+00
1.060000000000000000e+04,-1.014494852803247360e+00,-7.213815640932465245e-02,2.408988758749756320e-01,-6.047776107968676207e-02,8.431422212801785721e-01,2.374354420974218005e+00,-2.363381504904450647e+00,-5.626493640075743707e-01,3.624337312090896712e-01,-2.595556591424682757e+00,-4.933026622202192901e-01,6.517320430960038546e-02,-5.703263725105832682e-01,-8.785466490566215536e-02,4.295266899163467933e-01,-3.009830910901024059e-01,4.809295218516780324e-01,1.564069909370067624e+00,-2.357245221068089869e+00,1.100494826307944485e-01,2.158315290209296577e+00
1.070000000000000000e+04,-1.191419247115685254e+00,-1.208848361723969811e-01,2.069407226311313353e-01,-3.210972970390188475e-01,7.018952461386342989e-01,1.887054708387660540e+00,-2.643037544490821844e+00,-6.456865253109790315e-01,2.614830555867764805e-01,-2.738196032366951194e+00,-5.481624740953378039e-01,2.214883955531917609e-02,-6.094255301795027391e-01,-1.011353590245642198e-01,4.274755237294036170e-01,-3.562195349436299008e-01,4.351511601735534307e-01,1.538781256199313496e+00,-2.778109540034792602e+00,9.580352443613339430e-02,2.095513775991050931e+00
1.080000000000000000e+04,-1.339447984194574781e+00,-1.713410498187507014e-01,1.582706788771056361e-01,-7.719959577784150095e-01,5.495719567135655126e-01,1.508374291526125344e+00,-3.009702733075044545e+00,-7.530216310799595636e-01,2.223518229913220845e-01,-2.896783216646739767e+00,-5.973858496451704969e-01,-4.540032717735280332e-03,-6.607909598929956330e-01,-1.229686481498758199e-01,3.689347482954535296e-01,-3.677064020574380421e-01,4.022917337433994378e-01,1.537300618647867267e+00,-3.290231526762436687e+00,3.478563353967871474e-02,2.087945951122610833e+00
1.090000000000000000e+04,-1.493067004417527821e+00,-2.270790936994246667e-01,9.943879420131609970e-02,-1.236242476001505608e+00,3.865707933765052395e-01,1.223888533873846107e+00,-3.469774993079887793e+00,-8.458575324107058258e-01,1.433509304185938693e-01,-3.156418053458191597e+00,-6.353933857012410424e-01,-9.087221971061863746e-02,-6.980840748446713873e-01,-1.663670360582757413e-01,2.935032120879901285e-01,-4.199685187663093067e-01,3.877508285966219659e-01,1.445048817987997003e+00,-3.271034757673986881e+00,9.337173938236943693e-03,2.047477394520315741e+00
1.100000000000000000e+04,-1.746508186470312252e+00,-2.693035809319189733e-01,3.534256062189083253e-02,-2.010999034673248254e+00,2.421200163147985418e-01,1.068096274761124898e+00,-3.916335175668888002e+00,-9.515074731446211409e-01,4.857653531983269907e-02,-3.339843673926213174e+00,-6.933433346737262193e-01,-1.252895358120641178e-01,-7.526360862739668312e-01,-1.906222337421218660e-01,2.921918904282775897e-01,-5.636720823689682636e-01,3.185249072732641018e-01,1.438445223054806155e+00,-3.266353979275888442e+00,9.967906480488128787e-03,2.024656590312439608e+00
1.110000000000000000e+04,-1.975496118489552089e+00,-3.447894514160664281e-01,-2.085088744243224559e-02,-2.694398578599133565e+00,7.597449639414072253e-02,9.261270135628689726e-01,-4.398952195815261312e+00,-1.083791817847613803e+00,-6.790509079504111756e-02,-3.596234551696905424e+00,-7.739903841221589254e-01,-1.553158198845546456e-01,-7.938647657522076573e-01,-2.385210655941646940e-01,2.124997335796258990e-01,-5.837212551710869723e-01,2.789828622050963824e-01,1.401464584849102746e+00,-3.336018835745289568e+00,-1.594136673843478055e-02,2.007398473396063032e+00
1.120000000000000000e+04,-2.181972480950383098e+00,-4.071557465351809957e-01,-9.710145247000520619e-02,-3.592894853969385682e+00,-1.138553183169837002e-01,7.664240035514032767e-01,-4.950853939492557920e+00,-1.223876099861293199e+00,-1.587602884392572689e-01,-3.676150610338431157e+00,-8.041635784153218225e-01,-1.888427197940636681e-01,-8.570323275862017365e-01,-2.839784780492243810e-01,1.611318551723134873e-01,-7.218480522487601414e-01,2.619273211107079335e-01,1.372688163678582596e+00,-3.331409549924236213e+00,-1.388275916464613846e-02,2.024546625965458091e+00
1.130000000000000000e+04,-2.401372522308276913e+00,-4.747783701790853628e-01,-1.508591248329242684e-01,-4.300810350574670871e+00,-3.494693277521931929e-01,6.733086299797688135e-01,-5.665570868652870296e+00,-1.249092417617948758e+00,-2.270129921086792568e-01,-3.846366325905865136e+00,-8.837708434798936530e-01,-2.294298160709983270e-01,-8.932680534708419273e-01,-3.293457232685950697e-01,1.114314877305780244e-01,-8.025444072625764758e-01,2.099780478513476878e-01,1.263163237442790798e+00,-3.914009815728153985e+00,-3.862469010308113015e-02,1.858117271274591475e+00
1.140000000000000000e+04,-2.727637912463556802e+00,-5.392817241942147177e-01,-2.076456208815220805e-01,-5.172925840604154502e+00,-4.496177865832825526e-01,5.965047133768854870e-01,-6.379081485129205475e+00,-1.332140081310512869e+00,-3.411824551764416902e-01,-4.150860857247736568e+00,-9.535775794339902411e-01,-2.379856420900228753e-01,-9.532142711934984414e-01,-3.717127091045670517e-01,1.072660850401970650e-01,-8.805711863518103089e-01,1.597088895216514648e-01,1.169089631885126268e+00,-4.360086080440881418e+00,-7.937286558665859748e-02,1.704069056568932705e+00
1.150000000000000000e+04,-3.045306224031143039e+00,-6.044447937662097425e-01,-2.735791834334713735e-01,-5.850752030418056471e+00,-5.835489354003318141e-01,5.445085892159883256e-01,-7.225835795905282133e+00,-1.545241502596405692e+00,-4.184309150711639225e-01,-4.474831430211307470e+00,-1.014704227016825833e+00,-2.667887223208610381e-01,-1.041497946480578474e+00,-4.284736476294248586e-01,3.133952164547001290e-02,-9.082719485910577539e-01,1.439488487529725358e-01,1.216899357345738730e+00,-4.477048777619867082e+00,-1.166073489529335372e-01,1.667205459675049850e+00
1.160000000000000000e+04,-3.405618681968278327e+00,-6.937693351638043460e-01,-3.565619920102437446e-01,-6.570776546496435166e+00,-7.102950528194587054e-01,5.913797392375542694e-01,-8.224922950942998412e+00,-1.761821705533153093e+00,-5.673770586512395520e-01,-4.762599462119684546e+00,-1.101226921022364191e+00,-2.825136590718440588e-01,-1.053497012551400491e+00,-4.502559776741936193e-01,-8.399579941067490327e-03,-1.015437138684331941e+00,9.061610164585107152e-02,1.133082253465117928e+00,-5.206582349590371805e+00,-1.752041482991744115e-01,1.429053995874186578e+00
1.170000000000000000e+04,-3.718279508898969965e+00,-7.952443383034200064e-01,-4.296767340035915206e-01,-7.599709839170714076e+00,-1.160345055143565229e+00,3.858443870210989668e-01,-9.289908110512184791e+00,-1.995117259831526102e+00,-6.808481088722557750e-01,-5.056279002922760668e+00,-1.141034337031747725e+00,-3.069424663841212042e-01,-1.147246161225619732e+00,-5.218766536363897979e-01,-6.031311031473518547e-02,-1.082950333159415024e+00,6.243907274937338103e-02,1.154841315580684702e+00,-5.774097786536008137e+00,-2.160054429095592532e-01,1.321856550013743803e+00
1.180000000000000000e+04,-4.055550612875834737e+00,-8.834924706610337575e-01,-5.023440645224093171e-01,-8.533601783728045120e+00,-1.360919787451450924e+00,2.284100145161022943e-01,-1.031581246410695840e+01,-2.235487216384747455e+00,-8.111278458084436593e-01,-5.260695682833114617e+00,-1.214144649900826600e+00,-3.320667188094311162e-01,-1.252935975802350832e+00,-6.105536562730556893e-01,-9.179699528170368050e-02,-1.139628666416778513e+00,3.997727103826387296e-02,1.108091850738964990e+00,-4.899851214346348627e+00,-2.634039054045133610e-01,1.378998279045886122e+00
1.190000000000000000e+04,-4.554997828856953923e+00,-9.721504937958446169e-01,-5.072358288520658620e-01,-1.027825420454235328e+01,-1.348810919477570591e+00,1.183586224459922259e-01,-1.198787062949255322e+01,-2.243910028391850275e+00,-8.372445609517611409e-01,-5.811103141926728277e+00,-1.302149382995000604e+00,-3.470841727604798144e-01,-1.281536508012369957e+00,-6.510963394549289518e-01,-1.107404588345215629e-01,-1.419420145560505997e+00,-2.943278480684306808e-02,9.867302358936517193e-01,-5.624000803233883516e+00,-4.673844439983790289e-01,9.676391726816558903e-01
1.200000000000000000e+04,-4.906214696571368883e+00,-1.056822502781243456e+00,-5.718039203579996510e-01,-1.099300059660781059e+01,-1.499375155547634675e+00,1.019734709986524074e-01,-1.261833655582533886e+01,-2.340337280716907387e+00,-9.139149680045456359e-01,-6.008340150853953787e+00,-1.367568503020877735e+00,-3.563914512540215518e-01,-1.357321266486777089e+00,-7.072571423720351858e-01,-1.306883894900961740e-01,-1.685240094179136339e+00,-6.350877219240279314e-02,9.079887279582640192e-01,-6.501729669984428028e+00,-6.881350375840296074e-01,6.974209866080791631e-01
