yrBP,52,53,54,61,62,51,32,33,41,42,43,23,24,12,11
11950,0.0252763965077785,0.9044539589928265,0.05141614871633599,0.012638191221587379,0.006215432700057752,0,0,0,0,0,0,0,0,0,0
10950,0.0252763965077785,0.9170921502144139,0.05763158141639374,0,0,0,0,0,0,0,0,0,0,0,0
9950,0.0252763965077785,0.9170921502144139,0.05763158141639374,0,0,0,0,0,0,0,0,0,0,0,0
8950,0.018957221783588756,0.9170921502144139,0.05763158141639374,0,0,0.006319174724189745,0,0,0,0,0,0,0,0,0
7950,0.018957221783588756,0.9170921502144139,0.05763158141639374,0,0,0.006319174724189745,0,0,0,0,0,0,0,0,0
6950,0.018957221783588756,0.9170921502144139,0.05763158141639374,0,0,0.006319174724189745,0,0,0,0,0,0,0,0,0
5950,0.018957221783588756,0.9170921502144139,0.05763158141639374,0,0,0.006319174724189745,0,0,0,0,0,0,0,0,0
4950,0.025276383950096584,0.9107729880479061,0.05763158141639374,0,0,0,0.006319174724189745,0,0,0,0,0,0,0,0
3950,0.17637090235867134,0.7533593205328127,0.05763158141639374,0,0,0.006319149106518641,0.006319174724189745,0,0,0,0,0,0,0,0
2950,0.47517064770077677,0.4141636894743601,0.05763158141639374,0,0,0.006319149106518641,0.006319174724189745,0.0403958857163472,0,0,0,0,0,0,0
1950,0.6195357943287232,0.06254779031798208,0.05763158141639374,0,0,0.13852243672669112,0.11629286022530735,0.0054696651234887,0,0,0,0,0,0,0
1850,0.6133179309637543,0.06254779031798208,0.05763158141639374,0,0,0.14474030009166006,0.11629286022530735,0.0054696651234887,0,0,0,0,0,0,0
1750,0.6133882313786431,0.056260451828979714,0.05763158141639374,0,0,0.15095733816577364,0.11629286022530735,0.0054696651234887,0,0,0,0,0,0,0
1650,0.6071008928896406,0.06254779031798208,0.05763158141639374,0,0,0.1566032794887419,0.1106469189023391,0.0054696651234887,0,0,0,0,0,0,0
1550,0.6071008928896406,0.06254779031798208,0.05763158141639374,0,0,0.1566032794887419,0.1106469189023391,0.0054696651234887,0,0,0,0,0,0,0
1450,0.6089606746558631,0.06886678370924498,0.05763158141639374,0,0,0.1503862414146283,0.10868518181896739,0.0054696651234887,0,0,0,0,0,0,0
1350,0.6201203490219985,0.0751691909142364,0.05763158141639374,0,0,0.13924319542857558,0.09607919853995203,0.011756612817429908,0,0,0,0,0,0,0
1250,0.5520891745641908,0.06886678370924498,0.05763158141639374,0,0,0.1503861278931838,0.10236614623389324,0.0054696651234887,0.006319149106518641,0.05687150009167228,0,0,0,0,0
1150,0.3938061178844662,0.025195833452922648,0.02734472608349978,0,0,0.15155320017257445,0.10432788331726496,0.0054696651234887,0.01142695206798475,0.22558049469927427,0.05529525533711045,0,0,0,0
1050,0.26907049717286835,0.006295174482516453,0.021983695959323892,0,0,0.09337680247059053,0.11240431550196027,0.0054696651234887,0.06152691758527335,0.36196448402405035,0.06790857581851428,0,0,0,0
950,0.255152429647759,0.006295174482516453,0.016935022098916206,0,0,0.08709522293451376,0.11240431550196027,0.0054696651234887,0.06780849712135013,0.38198223004887416,0.06685757117920749,0,0,0,0
850,0.13878808720411803,0,0.011470347900527252,0,0,0.050551049507000116,0.14905989465572414,0.0054696651234887,0.13495113621922028,0.4978016529827797,0.011908294545728022,0,0,0,0
750,0.11983118840410809,0,0.011470347900527252,0,0,0.06318890116886855,0.19015365194520734,0,0.24971931591786264,0.3656367228020123,0,0,0,0,0
650,0.012637851661868434,0,0,0,0,0.07582632888339558,0.30253742169821196,0,0.35788175044701165,0.2511167754480986,0,0,0,0,0
550,0.11367601449417371,0,0.011470347900527252,0,0,0.06318890116886855,0.17329878050687295,0,0.32363518123544704,0.31473090283269667,0,0,0,0,0
450,0.012637851661868434,0,0.006319023027392228,0,0,0.08846346375278039,0.22726042559628357,0,0.4205216116795552,0.24479775242070637,0,0,0,0,0
350,0.012637851661868434,0,0.006319023027392228,0,0,0.08846463563565655,0.29621725843330193,0,0.3869404785533583,0.20942088082700872,0,0,0,0,0
