yrBP,52,53,54,61,62,51,32,33,41,42,43,23,24,12,11
250,0,0,0,0,0,0.03791235597813619,0.30180448053794945,0,0.43116402357460176,0.21651860972832213,0,0.012600658319576704,0,0,0
240,0,0,0,0,0,0.03791235597813619,0.30180448053794945,0,0.43116402357460176,0.21651860972832213,0,0.012600658319576704,0,0,0
230,0,0,0,0,0,0.03791235597813619,0.28384587877241124,0,0.4311638894585589,0.21651874384436495,0,0.03055926008511493,0,0,0
220,0,0,0.006319023027392228,0,0,0.03159345651833399,0.32162330044915655,0,0.39970536724161576,0.21019972081697275,0,0.03055926008511493,0,0,0
210,0,0,0.006319023027392228,0,0,0.02527588314974187,0.34057885105643626,0,0.37569969160820643,0.22156741921169448,0,0.03055926008511493,0,0,0
200,0,0,0.006319023027392228,0,0,0.018956871173109728,0.34057885105643626,0,0.3820187035848386,0.22156741921169448,0,0.03055926008511493,0,0,0
190,0,0,0.006319023027392228,0,0,0.018956871173109728,0.34057885105643626,0,0.3756995313721852,0.22788659142434783,0,0.03055926008511493,0,0,0
180,0,0,0.006319023027392228,0,0,0.018956871173109728,0.33425985113517875,0,0.3630615385619721,0.2342055988802145,0,0.04319724536071892,0,0,0
170,0,0,0.006319023027392228,0,0,0.018956871173109728,0.32803722840876454,0,0.3443858328822935,0.24052469423985454,0,0.06177647840717163,0,0,0
160,0,0,0.006319023027392228,0,0,0.012637996828671356,0.3387133374618812,0,0.35070512866253695,0.22788642666756112,0,0.06373821549054334,0,0,0
150,0,0,0.006319023027392228,0,0,0.012637996828671356,0.33938653771082244,0,0.33174771951833404,0.24052469423985454,0,0.06938415681351161,0,0,0
140,0,0,0.006319023027392228,0,0,0.012637996828671356,0.33982925074977033,0,0.3254289682391784,0.23420541151960034,0,0.08157947777397352,0,0,0
130,0,0,0.006319023027392228,0,0,0.012637996828671356,0.31518411936795077,0,0.3262491787587459,0.22156750761777516,0,0.11804230253805081,0,0,0
120,0,0,0.006319023027392228,0,0,0.012637996828671356,0.33300190355812165,0,0.3199178682907548,0.20318551054653036,0,0.11929188456414754,0.005645941322968257,0,0
110,0,0,0,0,0,0.006318971289742744,0.35722162940051394,0,0.2894802790833936,0.2095045335739226,0,0.12550974792911648,0.005645941322968257,0.006319025538928611,0
100,0,0,0,0,0,0.006318971289742744,0.35668732000180403,0.006319006451252103,0.2575760175517382,0.20854920139235011,0,0.15258464458980214,0.005645941322968257,0.006319025538928611,0
90,0,0,0,0,0,0.006318971289742744,0.3377848929097844,0.006319006451252103,0.2513721755920867,0.2022486532265892,0,0.1776725236697717,0.011964879460430749,0.006319025538928611,0
80,0,0,0,0,0,0.006318971289742744,0.32559165300836923,0.018737709485280637,0.23250114170023653,0.18982995019256066,0,0.20873679746303705,0.011964879460430749,0.006319025538928611,0
70,0,0,0,0,0,0.006318971289742744,0.3193961041418535,0.018737709485280637,0.2072249898161017,0.18982995019256066,0,0.24020849821368762,0.011964879460430749,0.006319025538928611,0
60,0,0,0,0,0,0.006318971289742744,0.3005724247661923,0.018737709485280637,0.20710760161018785,0.19613279038642445,0,0.2528467256013989,0.011964879460430749,0.006319025538928611,0
50,0,0,0,0,0,0.006318971289742744,0.2805705033042319,0.03135382078591295,0.20077254593914287,0.17721383889192832,0,0.28548654292826803,0.011964879460430749,0.006319025538928611,0
40,0,0,0,0,0,0.006318971289742744,0.2672930237281342,0.03135382078591295,0.20090620990543134,0.16457688585777763,0,0.30494842115395676,0.01828376987870197,0.006319025538928611,0
30,0,0,0,0,0,0.006318971289742744,0.21720527834226935,0.018737709485280637,0.24467488253548356,0.18983113513542602,0,0.2986293559327533,0.01828376987870197,0.006319025538928611,0
20,0,0,0,0,0,0.006318971289742744,0.16160076647959426,0.006319024534314058,0.3065739369781212,0.1896362122852266,0,0.3036673307737474,0.01956486025891132,0.006319025538928611,0
10,0,0,0,0,0,0.006317573368592121,0.09351324921919106,0,0.37464572699769577,0.17701538532388206,0,0.29102917822982033,0.04484101817073346,0.012637996828671356,0
0,0,0,0,0,0,0.006317573368592121,0.043383753057114414,0,0.43724973253222504,0.16454106682819453,0,0.2598343633146048,0.07603564220918392,0.012637996828671356,0
-10,0,0,0,0,0,0.011369426834060333,0.006319005948944826,0,0.4511548954066695,0.15822203023850584,0,0.13893059014597503,0.2037662526019999,0.030237926962430783,0
-20,0,0,0,0,0,0.006317573368592121,0.006319005948944826,0,0.45745005984304044,0.13928884184887064,0,0.1257811916419406,0.2275919379759269,0.03725151751127071,0
-30,0,0,0.006319023027392228,0,0,0.025274385771750493,0.006319005948944826,0,0.43849324743988205,0.1329698188214784,0,0.13210023124547296,0.2031663048278117,0.05535811105585356,0
-40,0,0,0.006319023027392228,0,0,0.0315932636323398,0.006319005948944826,0,0.41976320316364146,0.13906182005677817,0,0.12070443127016493,0.22091231257316166,0.055327068466163115,0
-50,0,0,0.006319023027392228,0,0,0.05055016946465161,0.006319005948944826,0,0.4008096331539532,0.13278674138147442,0,0.11706279769783236,0.17794523093654996,0.10192057883384638,0.0062869476939412085
-51,0,0,0.006319023027392228,0,0,0.05055016946465161,0.006319005948944826,0,0.4008096331539532,0.13278674138147442,0,0.11706279769783236,0.17794523093654996,0.10192057883384638,0.0062869476939412085
-52,0,0,0.006319023027392228,0,0,0.05055016946465161,0.006319005948944826,0,0.4008096331539532,0.13278674138147442,0,0.11706279769783236,0.17794523093654996,0.10192057883384638,0.0062869476939412085
-53,0,0,0.006319023027392228,0,0,0.05055016946465161,0.006319005948944826,0,0.4008096331539532,0.13278674138147442,0,0.11706279769783236,0.17794523093654996,0.10192057883384638,0.0062869476939412085
-54,0,0,0.006319023027392228,0,0,0.05684534394716806,0.006319005948944826,0,0.39451445867143675,0.13278674138147442,0,0.11706279769783236,0.17794523093654996,0.10192057883384638,0.0062869476939412085
-55,0,0,0.006319023027392228,0,0,0.05684534394716806,0.006319005948944826,0,0.39451445867143675,0.13278674138147442,0,0.11706279769783236,0.17794523093654996,0.10192057883384638,0.0062869476939412085
-56,0,0,0.006319023027392228,0,0,0.05684534394716806,0.006319005948944826,0,0.39451445867143675,0.13278674138147442,0,0.11706279769783236,0.17283742797508386,0.10702838179531249,0.0062869476939412085
-57,0,0,0.006319023027392228,0,0,0.05684534394716806,0.006319005948944826,0,0.39451445867143675,0.13278674138147442,0,0.11706279769783236,0.17283742797508386,0.10702838179531249,0.0062869476939412085
-58,0,0,0.006319023027392228,0,0,0.05684534394716806,0.006319005948944826,0,0.39451445867143675,0.13278674138147442,0,0.11706279769783236,0.17283742797508386,0.10702838179531249,0.0062869476939412085
-59,0.006319006953559379,0,0.006319023027392228,0,0,0.05052633699360868,0.006319005948944826,0,0.38819969420513506,0.13278674138147442,0,0.11074362297364261,0.17915219244138553,0.11334755651950223,0.0062869476939412085
-60,0.006319006953559379,0,0.006319023027392228,0,0,0.06316434889149833,0.006319005948944826,0,0.3755616823072454,0.13278674138147442,0,0.11074362297364261,0.17915219244138553,0.11334755651950223,0.0062869476939412085
-61,0.006319006953559379,0,0.006319023027392228,0,0,0.06948330209817913,0.006319005948944826,0,0.3692427291005646,0.13278674138147442,0,0.11074362297364261,0.17915219244138553,0.11334755651950223,0.0062869476939412085
-62,0.006319006953559379,0,0.006319023027392228,0,0,0.06948330209817913,0.006319005948944826,0,0.37556189428091613,0.13278674138147442,0,0.11074362297364261,0.17283302726103406,0.11334755651950223,0.0062869476939412085
-63,0.012638179166212741,0,0.006319023027392228,0,0,0.07575838077348286,0.006319005948944826,0,0.3692868156056124,0.12646756916882107,0,0.11074362297364261,0.17283302726103406,0.11334755651950223,0.0062869476939412085
-64,0.012638179166212741,0,0.006319023027392228,0,0,0.08207753088461606,0.006319005948944826,0,0.3629676654944792,0.12646756916882107,0,0.11074362297364261,0.17283302726103406,0.11334755651950223,0.0062869476939412085
-65,0.012638179166212741,0,0.006319023027392228,0,0,0.08207753088461606,0.006319005948944826,0,0.3629676654944792,0.12646756916882107,0,0.11074362297364261,0.17283302726103406,0.11334755651950223,0.0062869476939412085
-66,0.012638179166212741,0,0.006319023027392228,0,0,0.08207753088461606,0.006319005948944826,0,0.3629676654944792,0.12646756916882107,0,0.11074362297364261,0.17283302726103406,0.11334755651950223,0.0062869476939412085
-67,0.012638179166212741,0,0.006319023027392228,0,0,0.08207753088461606,0.006319005948944826,0,0.3629676654944792,0.12646756916882107,0,0.10442447386712397,0.17915217636755268,0.11334755651950223,0.0062869476939412085
